Date,Time,Service Category,Technician,Ad Spend,Conversions,Revenue,Client Type
2024-12-15,Morning,Heart,Alex,138.62,3,78.7,Loyal
2025-04-02,Afternoon,Which,Patricia,140.38,8,258.91,New
2025-01-26,Night,Long,Steven,23.52,0,461.11,New
2025-04-19,Evening,Give,Thomas,23.68,10,152.35,Returning
2025-02-21,Morning,Way,David,105.54,4,163.43,Loyal
2024-12-25,Evening,Economic,Claire,49.72,8,344.06,Loyal
2025-04-15,Evening,Level,Jordan,126.63,3,64.4,Returning
2024-11-04,Night,Everybody,Matthew,51.35,7,273.21,Loyal
2024-12-25,Afternoon,Their,Meghan,23.55,1,290.01,Returning
2025-01-26,Evening,Provide,Jose,122.82,1,136.13,New
2024-11-04,Morning,Push,John,95.7,1,42.93,New
2025-03-06,Afternoon,Between,Jason,21.19,7,436.34,Loyal
2024-12-29,Morning,Trip,Isaiah,66.91,7,422.33,Loyal
2025-01-25,Morning,Better,Sara,102.8,0,340.63,Returning
2025-03-03,Evening,Which,Dean,59.44,4,487.62,Loyal
2025-03-28,Night,Sell,Tracey,127.77,0,303.75,Returning
2025-01-04,Night,Soon,Daniel,135.34,6,375.9,New
2024-12-08,Morning,Hospital,Brian,23.49,2,333.03,New
2025-03-05,Evening,Picture,Tonya,112.13,8,68.22,Loyal
2025-02-18,Morning,Economic,Gary,84.72,8,123.94,Loyal
2025-02-19,Evening,Miss,Amanda,138.03,5,110.53,New
2025-04-23,Night,Specific,Brian,126.48,6,173.09,Loyal
2024-12-20,Morning,Close,Joseph,144.54,4,480.89,Returning
2025-03-02,Evening,Find,John,88.65,4,346.49,Loyal
2025-04-05,Night,Build,Cory,37.48,4,38.51,New
2024-11-18,Night,Per,Patricia,122.13,1,287.52,Loyal
2025-04-27,Morning,Her,Tammy,37.84,9,82.23,Loyal
2024-12-30,Afternoon,Citizen,Emily,96.45,7,472.74,Loyal
2025-04-09,Afternoon,Design,Tiffany,45.23,2,465.74,Loyal
2024-12-01,Night,True,Lisa,78.91,3,309.06,Returning
2025-04-11,Afternoon,Form,Emily,82.21,6,292.03,Loyal
2025-04-06,Morning,Serve,Gerald,72.13,7,211.06,Loyal
2024-11-22,Afternoon,Follow,Benjamin,95.98,4,252.64,Returning
2024-11-20,Afternoon,Less,Scott,44.87,3,168.09,Loyal
2025-03-08,Afternoon,Fly,Holly,148.21,9,445.54,New
2024-12-23,Morning,Have,David,48.86,6,191.05,New
2024-11-30,Evening,Wall,Kyle,122.5,5,172.54,Loyal
2024-11-21,Night,Each,Christopher,70,4,60.36,New
2024-11-14,Evening,Perhaps,Richard,140.83,0,142.19,New
2025-01-15,Night,Big,Peter,67.99,7,172.78,Returning
2025-01-07,Afternoon,Cause,Travis,139.55,6,188.37,Returning
2025-03-24,Evening,Thought,Aaron,33.42,1,404.96,New
2025-03-19,Afternoon,Make,Emily,112.41,9,182.09,Loyal
2025-04-25,Evening,Official,Kimberly,148.38,4,207.66,Loyal
2025-04-25,Morning,Large,Brett,8.63,0,236.5,New
2024-12-15,Afternoon,Sea,Stephen,30.17,8,465.56,Returning
2025-03-18,Night,Tonight,Timothy,149.4,1,405.62,Returning
2024-12-23,Afternoon,Pick,Matthew,73.64,3,477.96,Loyal
2024-12-26,Night,Mind,Christine,32.49,8,487.46,Returning
2024-11-05,Morning,Team,Ashley,111.03,3,370.24,New
2024-11-14,Evening,Behavior,Shawn,10.53,3,53.88,New
2024-11-21,Morning,Back,Lisa,46.69,7,474.12,New
2025-01-30,Morning,Always,Cassidy,57.34,8,437.65,New
2025-03-02,Morning,General,Thomas,86.23,8,185.66,Returning
2025-03-04,Evening,Four,Michelle,36.02,4,306.57,Loyal
2024-11-22,Night,Scientist,Zachary,36.63,5,394.74,Returning
2025-02-12,Night,Into,John,76.48,10,275.66,Loyal
2024-11-07,Morning,Bed,Kevin,24.42,0,294.37,Loyal
2025-04-06,Evening,You,Chelsea,128.91,10,489.62,Loyal
2025-02-27,Afternoon,Account,Bradley,76.67,5,337.66,Loyal
2025-04-09,Morning,Identify,Joanna,24.31,10,494.42,New
2025-03-24,Afternoon,Yourself,Henry,87.29,6,447.01,Loyal
2025-03-29,Afternoon,Ready,Sarah,115.82,5,333.29,Loyal
2025-04-28,Night,Statement,Joseph,72.37,8,329.79,New
2025-01-25,Evening,Activity,Gabriella,98.49,6,302.99,Loyal
2025-01-09,Morning,President,Heidi,50.85,3,27.8,Loyal
2024-11-12,Evening,Pay,Lisa,14.95,9,331.71,New
2025-04-14,Afternoon,Me,Stephanie,25.35,1,315.54,New
2025-03-17,Night,Decide,John,144.83,6,80.18,New
2025-04-03,Afternoon,Very,Jeremy,129.32,0,452.82,Returning
2025-04-30,Morning,Which,Leonard,118.16,10,167.41,Returning
2025-02-19,Morning,Us,Michael,149.82,6,160.76,Returning
2025-01-09,Afternoon,Difficult,Thomas,8.19,10,132.71,New
2024-11-08,Night,Series,Zoe,124.25,4,321.69,New
2024-11-13,Night,Probably,Lisa,106.36,5,204.38,New
2025-01-11,Night,Key,Richard,44.7,0,349.18,Loyal
2024-11-16,Afternoon,Happen,Kimberly,77,0,285.49,New
2024-12-07,Afternoon,Think,Aaron,91.11,1,383.65,New
2024-12-23,Morning,Theory,Joseph,19.04,4,156.02,Returning
2024-12-15,Evening,Law,April,86.52,4,499.78,New
2024-11-22,Night,Word,Yvonne,26.4,1,105.1,Returning
2024-11-22,Morning,Rate,Michael,116.09,8,110.25,Loyal
2025-02-27,Evening,Student,Savannah,121.51,1,471.8,Loyal
2024-11-15,Morning,Under,Susan,119.93,10,237.29,Loyal
2024-11-18,Night,Fine,Daniel,119.9,8,137.11,Returning
2024-12-08,Morning,Actually,Eric,146.43,7,336.91,Loyal
2025-04-07,Afternoon,Half,Sara,54.44,0,221.83,Returning
2024-11-12,Morning,Scene,Renee,140.34,3,321.03,New
2025-01-24,Morning,Between,Alexis,15.92,0,408.85,New
2025-03-08,Night,Between,Amanda,59.4,5,282.48,Loyal
2024-11-17,Morning,Four,Mary,43.36,7,343.37,Loyal
2025-03-01,Afternoon,Lead,Catherine,127.14,5,99.76,Returning
2025-04-10,Afternoon,Range,David,73.12,8,346.02,Returning
2024-11-03,Morning,Research,Samuel,106.39,6,339.83,Returning
2024-11-25,Morning,Opportunity,Jason,86.85,1,485.37,New
2025-04-26,Night,At,Angela,122.22,2,97.87,New
2025-02-14,Afternoon,Environment,Diane,55.09,1,283.5,Loyal
2025-04-26,Night,Charge,Sandy,113.73,10,108.05,New
2025-01-21,Evening,Cause,Amber,149.5,9,290.13,Loyal
2025-01-01,Evening,Rise,Deborah,50.02,8,406.97,Loyal
2025-01-25,Night,Black,Alexandra,51.81,5,287.79,Loyal
2025-02-26,Night,Rest,Timothy,117.73,5,89.68,Loyal
2025-01-22,Night,Lawyer,Samantha,27.84,2,297.46,New
2025-04-20,Evening,Within,James,105.29,7,436.56,Returning
2025-04-10,Night,Election,Timothy,140.9,4,406.55,Loyal
2024-11-20,Evening,Order,Elizabeth,126.54,2,175.62,Returning
2025-03-16,Afternoon,Marriage,Kimberly,62.33,7,416.79,Loyal
2025-01-05,Morning,Natural,Lisa,79.86,3,450.64,New
2025-02-25,Evening,Building,Chad,63.77,1,201.36,Loyal
2024-11-12,Night,Within,Rachel,115.82,6,424.74,Returning
2024-10-30,Evening,Draw,Carolyn,47.5,4,91.1,New
2025-02-11,Afternoon,Grow,Megan,18.69,5,132.08,New
2025-02-13,Afternoon,Gun,Amanda,33.53,10,154.71,Loyal
2025-02-08,Afternoon,Detail,George,116.07,9,325.52,New
2025-01-17,Morning,Prevent,Benjamin,108.23,3,46.76,New
2025-04-10,Afternoon,Religious,Jody,44.11,8,347.74,New
2024-12-07,Evening,Should,Brian,100.46,6,83.81,Loyal
2025-02-05,Morning,Rise,Emily,39.54,3,230.25,Returning
2024-12-02,Morning,Cultural,Christopher,98.16,8,97.01,New
2025-01-29,Night,Across,Sabrina,58.54,4,187.79,Loyal
2025-02-12,Afternoon,Five,Shannon,92.71,6,293.49,Returning
2024-11-27,Afternoon,Production,Christian,114.42,8,259.03,Returning
2024-11-14,Night,Son,Michelle,92.04,2,268.61,Loyal
2025-02-21,Evening,Economic,David,126.05,3,35.74,Loyal
2024-12-21,Afternoon,Now,Sharon,137.36,7,180.77,Returning
2025-02-08,Evening,Piece,Daniel,35.42,7,396.42,New
2025-02-27,Evening,Head,Dawn,94.05,8,356.25,Loyal
2025-02-24,Afternoon,Word,Jennifer,54.68,3,295.2,New
2025-02-15,Morning,Response,Rhonda,31.74,0,249.86,New
2024-12-15,Night,Couple,John,16.78,8,62.93,Returning
2024-12-14,Morning,Along,Robert,7.01,10,27.93,Loyal
2024-12-06,Morning,Century,Ronald,39.86,6,357.03,New
2024-12-19,Night,Both,Edward,63.89,1,399.62,Loyal
2024-12-10,Evening,Economy,Douglas,32.1,2,428.89,Loyal
2025-04-16,Morning,Improve,Theodore,136.17,5,468.31,Returning
2025-02-04,Evening,Discover,Lori,36.18,7,71.97,New
2025-02-05,Night,Believe,Regina,44.54,6,215.09,Returning
2024-11-27,Afternoon,Teacher,Teresa,121.65,7,171.15,New
2025-03-07,Morning,Election,Connie,52.16,9,301.98,New
2025-01-17,Night,Skin,Rachel,59.42,2,487.52,New
2024-12-13,Night,Cost,Dean,29.69,9,468.39,Loyal
2025-03-22,Morning,Sister,Lisa,5.11,5,172.31,Returning
2025-02-01,Morning,Your,Andrew,115.04,6,354.37,Returning
2024-11-15,Evening,Most,Chelsea,110.51,4,320.01,Loyal
2025-04-19,Morning,Drive,Rhonda,67.42,7,334.23,Returning
2025-04-16,Night,Agent,Michael,128.29,1,60.93,Loyal
2024-12-09,Afternoon,Value,Darren,29.39,2,77.49,Returning
2025-01-01,Night,Oil,Richard,129.91,0,484.73,Loyal
2024-11-08,Evening,Half,Gerald,58.82,5,338.74,Loyal
2025-02-15,Evening,Drop,Karina,30.49,5,94.12,New
2025-03-10,Evening,Gas,Angelica,137.84,8,175.66,Loyal
2025-04-11,Evening,Cut,Jaime,11.88,10,254.41,Returning
2024-11-19,Evening,Send,Katherine,37.55,1,334.14,Loyal
2025-03-23,Afternoon,Create,Robert,82.38,4,305,Loyal
2025-04-14,Evening,Organization,Christopher,13.27,8,385.08,New
2025-01-25,Afternoon,Attention,Kevin,12.16,9,257.06,New
2025-04-10,Evening,Offer,Debbie,108.72,5,222.04,New
2025-04-06,Night,Medical,Andrew,52.96,9,288.9,Loyal
2025-02-01,Evening,Fire,Michael,122.43,4,271.52,New
2025-03-23,Evening,Professor,Bruce,145.03,5,342.81,New
2024-11-27,Morning,Describe,Katie,124.26,1,261.95,Returning
2025-02-26,Night,Understand,Carolyn,12.14,8,189.25,Returning
2024-12-12,Night,Necessary,Stacey,125.77,9,129.86,Returning
2024-12-10,Night,Present,Diana,5.94,7,342.89,Returning
2024-11-06,Night,Produce,Michelle,77.53,4,388.28,New
2025-03-17,Morning,War,Daniel,76.01,3,139.25,Returning
2024-11-28,Afternoon,Wind,Kristin,45.83,5,458.16,Loyal
2025-01-01,Morning,Indicate,Paul,66.98,1,420.04,Returning
2025-04-23,Morning,No,Jason,8.78,3,177.52,New
2024-12-05,Afternoon,Meet,Patricia,108.25,2,209.38,Loyal
2025-01-04,Night,Seem,Angel,57.28,6,268.66,New
2025-01-29,Evening,Box,Tyler,15.51,2,243.82,Loyal
2025-04-28,Morning,Mother,Rachel,40.26,2,218.54,New
2024-11-16,Night,Daughter,Robyn,149.57,0,450.33,Loyal
2024-11-09,Evening,Bit,Sydney,138.35,7,393.45,Returning
2025-01-19,Afternoon,Prepare,Brenda,82.98,1,386.71,Loyal
2024-12-16,Morning,Happen,Martha,139.3,2,377,Loyal
2025-01-03,Night,Sound,Paige,100.77,6,141.98,Loyal
2024-11-04,Evening,Wall,Deborah,97.75,6,443.57,New
2025-03-10,Afternoon,Structure,Jonathan,114.28,6,333.89,Loyal
2025-04-13,Morning,How,Bradley,133.09,3,301.45,New
2025-04-10,Night,According,Michelle,97.78,3,237.21,Loyal
2025-01-04,Morning,Read,Jasmine,20.24,4,459.13,Loyal
2025-04-22,Afternoon,However,Julie,10.18,1,43.79,New
2025-03-06,Afternoon,Memory,Brandon,131.74,1,327.67,Returning
2025-02-26,Evening,Approach,Robert,87.07,9,145.47,New
2025-03-14,Evening,Ok,Rose,85.6,3,443.35,Returning
2025-03-20,Evening,Set,James,81.86,10,304.54,New
2025-03-05,Night,Color,Jerry,76.73,5,341.82,Loyal
2025-02-11,Evening,Both,Sherry,115.06,10,463.51,Returning
2025-01-16,Evening,Might,Amanda,16.33,0,177.3,Returning
2025-01-08,Night,Nature,Jacqueline,45.58,4,426.84,Loyal
2025-04-07,Afternoon,Grow,Ryan,143.55,8,492.84,New
2025-01-28,Night,Line,Jacob,24.74,2,67.05,Returning
2024-12-07,Evening,Economic,Carol,73.09,8,370.13,Loyal
2025-02-07,Night,Should,Whitney,17.67,1,410.77,Loyal
2025-03-14,Night,His,Roger,28.07,8,161.46,New
2025-03-17,Afternoon,Draw,Patricia,121.71,5,284.02,New
2025-02-16,Evening,Young,Michael,64.88,6,210.53,Returning
2025-02-13,Morning,Role,Aaron,70.1,2,492.63,New
2025-03-15,Night,Character,Sarah,103.05,5,216.89,New
2025-04-12,Evening,Listen,Tiffany,44.69,0,48.4,Loyal
2024-12-27,Evening,Offer,Brittany,55.81,0,269.68,Loyal
2025-02-18,Night,Effort,Megan,142.39,4,147.53,Loyal
2024-11-09,Evening,Candidate,Taylor,38.74,3,290.29,New
2025-01-04,Afternoon,Stuff,James,119.81,0,423.7,New
2025-01-14,Afternoon,Shoulder,Kayla,117.28,2,306.04,Loyal
2024-12-01,Night,Range,Michael,74.66,8,287.89,Loyal
2025-04-12,Evening,Live,John,94.33,5,269.7,Returning
2025-03-27,Night,Number,Stephen,53.65,4,402.32,New
2025-03-11,Morning,Particular,Taylor,110.45,3,241.82,Returning
2025-02-27,Evening,Clear,Brandi,81.05,7,284.52,New
2025-03-18,Evening,Away,Stephanie,111.99,8,72.27,Loyal
2025-01-22,Evening,Nor,Jesus,26.7,10,105.25,New
2025-02-06,Morning,Later,Jonathan,66.67,0,481.85,New
2025-02-07,Night,Guy,Cathy,124.14,3,74.49,New
2025-02-21,Evening,Actually,Andrew,130.71,6,230.78,New
2025-04-06,Evening,Situation,Johnny,92.24,0,337.24,New
2024-12-31,Evening,Message,Sarah,145.01,8,235.13,Returning
2025-02-05,Morning,Want,Lori,33.05,3,239,New
2025-03-11,Evening,Pull,Emily,12.43,6,282.28,Returning
2025-04-25,Night,Away,Randy,147.49,2,317.11,Loyal
2025-02-03,Night,Child,Shane,70.36,1,172.02,Loyal
2024-11-06,Night,Political,Ralph,14.63,3,141.81,Returning
2025-04-18,Night,Compare,Melinda,125.21,6,270.21,Loyal
2024-11-09,Afternoon,Thing,Richard,145.69,6,196.27,Loyal
2025-04-23,Afternoon,More,William,116.12,0,379.66,Returning
2025-04-15,Morning,Several,Annette,118.7,8,254.37,Loyal
2025-01-17,Afternoon,Run,Adrian,36.61,8,360.97,Returning
2024-10-31,Morning,Music,Penny,63.8,6,30.96,New
2025-02-28,Evening,Word,Sean,117.76,2,186.56,New
2025-04-16,Afternoon,Subject,Marcus,91.76,5,443.48,New
2025-03-03,Morning,Last,Kevin,6.43,8,166.84,Returning
2025-01-28,Evening,Phone,Robert,61.45,7,360.17,Loyal
2025-04-09,Morning,Population,William,94.63,7,272.36,Loyal
2025-01-17,Night,Film,David,112.01,7,367.95,New
2024-12-09,Evening,Relate,Raven,118.34,4,235.48,Loyal
2025-01-29,Afternoon,Blue,Abigail,57.4,3,49.2,Returning
2025-03-06,Afternoon,Likely,Steven,119.67,2,82.53,New
2025-04-21,Afternoon,Suffer,Erik,45.23,2,197.25,New
2025-01-07,Morning,Relationship,Todd,149.28,8,441,Loyal
2024-11-15,Afternoon,Human,Jared,63.13,3,175.72,New
2025-02-09,Night,Mr,Gina,44.61,6,460.44,Returning
2025-02-13,Night,Dream,Tina,24.8,9,496.47,Loyal
2024-11-09,Night,Cup,Kelly,102.16,4,222.45,New
2025-02-07,Night,Child,Deanna,14.67,8,302.62,New
2025-04-05,Morning,Place,Kim,73.3,10,443.42,Returning
2024-12-31,Morning,Society,Sean,149.72,0,69.62,Returning
2024-12-22,Morning,Country,William,116.96,10,490.48,Loyal
2024-12-04,Afternoon,Why,Sydney,34.61,1,86.4,New
2025-04-29,Morning,Here,Lauren,113.5,0,253.78,Loyal
2025-03-22,Afternoon,Try,Robert,19.97,3,441.46,Returning
2025-02-26,Evening,Quickly,Steve,34.21,8,434.19,New
2024-11-21,Evening,Policy,Ryan,96.2,4,164.64,Loyal
2025-01-25,Evening,Data,Daniel,54.86,10,205.93,Returning
2025-01-30,Evening,Argue,Andrew,116.65,6,191.2,Returning
2025-01-03,Afternoon,Lawyer,Kevin,74.82,2,350.91,Returning
2025-03-06,Afternoon,Letter,Bobby,88.94,7,101.1,New
2024-12-08,Night,Whose,Kevin,68.39,0,442.3,Returning
2025-02-15,Afternoon,Herself,Elizabeth,86.2,4,252.91,Loyal
2024-11-05,Morning,Sort,William,46.58,6,92.2,Returning
2025-03-21,Evening,Shoulder,Kelly,66.79,1,26.45,Returning
2025-01-03,Night,Music,Steven,43.23,4,298.91,Returning
2025-01-11,Night,Leg,Kelly,48.84,2,137.47,New
2025-01-08,Morning,Both,Tara,37.45,10,193.41,New
2025-02-28,Morning,Professional,Bradley,38.61,1,226.52,Returning
2024-12-22,Morning,Play,Susan,6.62,5,276.07,New
2024-11-11,Evening,Movement,Lisa,15.82,4,217.38,New
2025-04-19,Night,Current,Kevin,12.85,5,174.8,Returning
2025-01-04,Evening,Hear,Stephen,36.35,0,119.12,New
2025-04-20,Morning,Mind,Jessica,126.39,9,421.04,Returning
2025-02-07,Afternoon,Career,Scott,69.1,7,235.87,Loyal
2025-03-25,Night,Finish,Valerie,144.42,3,182.01,Returning
2025-02-18,Morning,Improve,Maria,7.99,3,277.54,New
2025-04-12,Morning,Open,Brandon,103.53,8,415.4,New
2025-02-24,Evening,You,Jennifer,38.06,7,188.65,Returning
2025-01-14,Morning,Several,Theresa,55.95,0,393.25,Returning
2025-04-03,Evening,News,Alyssa,64.87,7,322.36,Returning
2024-11-17,Morning,Spring,Lori,89.04,8,66.86,Returning
2025-02-03,Afternoon,Bank,Anthony,79.3,5,323.09,Returning
2025-03-23,Night,Center,Lori,133.17,6,267.29,Loyal
2025-04-17,Night,Positive,Melissa,43.05,3,291.27,Returning
2025-03-18,Afternoon,Information,Angela,5.71,6,412.85,New
2024-12-23,Night,Remember,Michelle,118.71,1,389.59,Returning
2024-12-21,Morning,Up,Beth,117.85,8,297.14,New
2025-01-16,Morning,Evening,Jennifer,138.35,5,142.85,Loyal
2025-01-27,Evening,Accept,Dustin,46.79,6,473.99,New
2025-04-11,Morning,Direction,Sean,92.74,0,493.43,Returning
2025-03-25,Afternoon,Late,Jennifer,46.15,2,39.63,New
2025-04-27,Night,Various,Jennifer,87.21,1,134.23,Loyal
2025-04-01,Afternoon,Information,Samantha,118.2,9,379.06,New
2024-12-24,Night,Adult,Brian,142.26,3,343.9,New
2025-03-22,Evening,Themselves,Susan,54.71,4,54.06,Returning
2025-03-09,Night,Drive,Thomas,22.52,4,154.21,Loyal
2025-03-11,Morning,Choose,Raymond,48.79,0,296.2,New
2025-04-13,Morning,Worry,Megan,85.04,5,33.14,New
2025-01-02,Evening,Seem,Ryan,40.67,1,433.84,Loyal
2025-04-04,Morning,Really,Pamela,32.34,9,186.42,Returning
2025-03-11,Morning,Walk,Emily,45.43,1,371.64,New
2024-11-11,Night,Natural,Joanna,47.24,10,22.54,Loyal
2024-12-14,Evening,Amount,Sharon,69.55,3,43.61,Returning
2024-11-12,Morning,Million,Margaret,144.53,0,136.54,Loyal
2025-01-28,Morning,True,Jocelyn,93.57,2,175.34,Loyal
2025-03-12,Evening,I,Maria,48.99,3,402.51,Loyal
2024-12-07,Morning,Before,Kimberly,84.06,9,55.68,Returning
2025-01-26,Morning,Order,Elizabeth,6.16,3,420.9,New
2025-03-03,Night,See,Alexander,48.67,0,289.71,Loyal
2025-01-09,Morning,Leave,John,7.23,2,336.69,Returning
2025-01-30,Morning,Moment,Nathaniel,89.17,3,146.26,Loyal
2024-11-12,Evening,Situation,Joshua,29.64,3,320.04,New
2025-01-03,Morning,Investment,Shawn,96.42,7,304,Loyal
2025-01-02,Morning,Likely,Shannon,119.68,8,153.55,New
2024-11-26,Afternoon,Itself,Dorothy,28.67,3,276.21,Returning
2025-03-28,Evening,American,Daniel,22.8,5,233.78,New
2025-02-10,Morning,Television,Eric,5.39,1,261.85,New
2024-11-15,Night,Peace,Veronica,30.4,4,302.07,New
2025-04-27,Evening,Operation,Kimberly,142.16,4,264.66,Loyal
2025-02-16,Afternoon,Chance,Megan,48.5,2,238.56,New
2024-12-05,Night,Wait,Tammy,82.85,3,187.83,New
2024-11-26,Evening,Benefit,Steven,64.5,7,389.42,Returning
2024-11-23,Evening,Present,Jenny,90.97,2,482.27,New
2025-04-26,Evening,Significant,Rebecca,90.71,7,449.12,Loyal
2025-04-19,Night,Order,Michael,140.9,5,227.07,New
2025-04-26,Afternoon,Sound,Christopher,35.26,6,183.32,Loyal
2025-04-01,Morning,Recent,Laura,134.86,2,379.6,Loyal
2024-12-21,Evening,Couple,Matthew,64.49,1,171.68,New
2024-11-10,Night,Rock,Melissa,29.56,6,461.66,New
2024-11-10,Afternoon,Here,Amy,109.22,5,147.88,New
2025-03-16,Morning,Simple,William,31.43,5,216.77,New
2025-04-23,Evening,Summer,Shawn,148.41,3,153.62,Loyal
2024-11-19,Morning,Tree,Frank,55.38,7,292.06,Returning
2025-02-13,Night,Plant,Richard,22.2,2,192.26,Loyal
2025-03-25,Afternoon,Near,Patrick,126.66,2,109.65,Loyal
2025-03-26,Night,Play,Gary,134.08,0,306.16,Loyal
2025-03-05,Evening,Others,Beth,20.55,8,481.09,Returning
2025-03-10,Afternoon,Green,Cory,38.01,8,210.1,New
2025-01-29,Night,Her,Felicia,122.54,9,412.62,New
2024-11-24,Morning,Can,Andrew,120.18,4,121.53,New
2024-12-21,Afternoon,Red,Breanna,69.19,8,431.48,Loyal
2025-04-27,Morning,Meet,Jasmine,136.14,10,142.49,New
2025-04-16,Afternoon,Source,Vanessa,114.1,8,381.49,Loyal
2025-02-07,Evening,Never,Anthony,142.99,3,104.22,New
2024-12-24,Evening,Add,Caleb,51.33,0,193.73,Loyal
2025-01-06,Evening,Forget,Patrick,84.98,1,387.73,New
2025-02-27,Night,Pm,Lee,107.88,5,350.21,New
2025-04-27,Afternoon,Realize,Denise,134.22,4,110.79,Loyal
2025-03-30,Night,Almost,Raymond,41.25,0,352.66,New
2025-04-13,Evening,Democrat,Jacqueline,109.19,8,360.22,New
2024-12-28,Night,Indicate,Caroline,117.04,10,341.33,New
2025-04-14,Morning,Popular,Kaylee,40.85,4,260.05,Returning
2024-12-04,Morning,Star,Shelia,74.8,5,57.63,New
2025-03-30,Night,Young,Jennifer,15.24,5,283.09,Loyal
2024-11-05,Evening,Professor,James,31.62,10,370.21,New
2024-11-11,Night,Drive,Debra,50.95,3,354.13,Loyal
2025-01-12,Evening,Either,Rhonda,132.63,7,349.52,Returning
2024-12-19,Night,Eye,Jesus,66.08,1,43.24,New
2024-11-16,Night,Question,Robert,54.09,3,467.29,Loyal
2024-11-21,Evening,Stop,Howard,84.78,0,75.46,New
2024-10-31,Afternoon,City,Ashley,126.73,6,325.94,Loyal
2025-04-05,Night,Opportunity,Sara,71.87,10,472,New
2025-03-02,Night,Small,Dana,6.15,5,335.45,Returning
2024-11-16,Evening,Again,Roberto,128.98,1,244.9,Returning
2025-01-27,Morning,White,Michael,64.69,5,21.75,Loyal
2025-03-13,Night,Lay,Laura,133.81,10,63.56,New
2025-02-11,Evening,Already,Ashley,117.91,7,326.41,Loyal
2025-03-11,Night,Him,James,96.73,1,242.27,Returning
2025-04-22,Afternoon,Trade,Elizabeth,51.49,2,401.1,New
2025-02-17,Night,Tax,Molly,112.83,1,400.73,Loyal
2025-02-09,Night,Concern,Cheryl,81.41,6,382.13,Loyal
2025-03-09,Evening,Item,Kristen,55.06,6,245.34,Loyal
2024-12-01,Afternoon,All,Kevin,75.62,5,331,Loyal
2025-03-30,Morning,Company,Amanda,104.99,9,325.68,Returning
2025-02-03,Night,By,Sylvia,73.4,5,378.65,Returning
2025-03-30,Evening,Alone,Caitlin,32.93,4,75.87,Loyal
2025-01-01,Evening,For,Michele,54.78,4,358.11,New
2025-01-09,Evening,Manage,Makayla,47.4,2,162.38,Loyal
2024-12-17,Afternoon,Detail,Joseph,92.76,0,419.11,Loyal
2024-12-31,Night,Office,Mark,76.64,3,319.24,New
2024-11-20,Evening,Offer,Joel,113.8,6,221.94,New
2024-11-10,Afternoon,Without,James,133.26,6,85.67,Loyal
2025-03-10,Evening,Station,Christopher,137.56,0,286.03,Returning
2024-11-13,Afternoon,Police,Drew,19.75,3,77.81,Loyal
2025-04-14,Night,Defense,Aimee,59.18,9,168.7,Loyal
2025-04-17,Night,Anything,Brian,47.42,10,334.61,Returning
2024-11-21,Night,They,Lisa,71.71,4,276.25,Returning
2025-04-05,Afternoon,Police,Laurie,138.55,4,170,Returning
2024-12-07,Night,Only,Carolyn,103.96,4,325.51,Returning
2025-03-06,Night,Drop,Christopher,83.95,3,151.85,Returning
2024-12-03,Evening,Worker,William,85.43,9,246.52,Loyal
2024-11-27,Evening,Believe,Tina,15.78,9,77.55,Loyal
2025-03-13,Morning,Happy,Crystal,5.93,6,330.2,New
2025-01-21,Evening,Fly,Christopher,119.22,2,328.41,New
2025-04-12,Evening,National,Chelsea,86.86,3,347.83,Loyal
2025-01-18,Morning,Law,Jeremiah,149.38,7,395.38,Returning
2025-02-20,Night,Happy,John,60.96,8,220.8,Returning
2025-04-10,Afternoon,Several,Kelly,65.14,7,117.31,Returning
2025-03-18,Afternoon,Though,Michael,128.12,7,94.79,New
2024-11-24,Afternoon,Current,Jesse,118.61,7,432.71,Returning
2024-12-31,Evening,Finally,Jodi,22.16,1,185.37,Returning
2025-04-10,Morning,Win,Nicole,11.98,2,438.29,New
2024-12-21,Evening,American,Joseph,61.28,5,246.88,Loyal
2025-03-18,Night,Start,Samantha,106.81,2,339.89,Returning
2024-12-06,Morning,Opportunity,Heidi,8.51,8,471.16,Returning
2025-04-17,Evening,Itself,Brenda,137.44,10,394.2,Returning
2024-12-19,Evening,Fill,Justin,15.05,10,217.13,Loyal
2025-04-28,Afternoon,Meeting,Hunter,76.39,3,380.69,Loyal
2025-04-05,Night,Capital,Juan,9.46,10,90.02,Loyal
2025-03-17,Afternoon,Would,Troy,6.09,0,91.01,Returning
2024-11-20,Afternoon,Claim,Brian,49.24,5,97.64,Loyal
2025-03-25,Morning,Without,Miranda,113.04,0,271.53,Returning
2024-11-09,Night,Wait,Thomas,44.69,10,124.56,New
2025-01-08,Afternoon,Treatment,Elizabeth,88.44,0,416.9,New
2025-04-11,Morning,Relationship,Julie,46.33,10,322.22,Returning
2024-11-13,Evening,Page,Courtney,14.95,0,165.41,Returning
2025-04-26,Morning,Product,Robert,80.13,4,437,Loyal
2025-04-24,Afternoon,Recently,Brian,14.69,8,258.89,Returning
2024-11-08,Afternoon,Hope,Charles,120.33,10,485.21,Returning
2025-01-04,Morning,Customer,William,94.65,4,44.34,Loyal
2024-12-15,Afternoon,Why,Sandra,75.32,5,90.97,Loyal
2025-04-09,Morning,Perform,Michael,64.38,2,154.41,Returning
2025-04-30,Night,Rise,Deanna,146.53,3,21.55,Loyal
2024-11-05,Afternoon,Property,Jacqueline,42.49,10,123.15,Loyal
2025-03-15,Afternoon,Among,Kirk,71.54,2,257.31,Returning
